제작자,차명,생산기간,생산기간,리콜개시일,리콜사유
비엠더블유코리아(주),BMW X5 xDrive 48i,2008-01-01,2008-01-01,2020-02-07,차량이 고온 다습한 지역에 장기간 노출 되었을 때 에어백 인플레이터 내부 압축가스 추진체가 변형되어 에어백 전개 시 인플레이터의 과도한 폭발 압력으로 에어백이 전개될 수 있습니다.
비엠더블유코리아(주),BMW 335i,2007-09-07,2007-09-07,2020-02-07,차량이 고온 다습한 지역에 장기간 노출 되었을 때 에어백 인플레이터 내부 압축가스 추진체가 변형되어 에어백 전개 시 인플레이터의 과도한 폭발 압력으로 에어백이 전개될 수 있습니다.
비엠더블유코리아(주),BMW 528i,2011-10-28,2011-10-28,2020-02-07,오일필터 하우징 재질 문제로 극히 드문 경우 엔진오일과 냉각수가 섞일 수 있습니다.
에프씨에이코리아(주),500,2012-08-28,2013-01-30,2020-02-19,"변속 케이블 조정기 부싱 내구성이 약화되어 변속 케이블이 변속기에서 분리될 수 있으며, 변속 케이블이 변속기에서 분리될 경우, 실제 기어 쉬프터의 위치와 변속기의 실제 기어 위치가 동일하지 않아(예: 실제 변속기 기어는 N-중립, 기어 쉬프터는 P-주차) 의도치 않게 차량이 움직일 수 있거나 도로위에서 운전자가 기어쉬프터를 조작하는 도중 변속 케이블이 분리되어 기어가 변경되지 않아 도로위에서 차를 움직일 수 없을 수 있습니다."
만트럭버스코리아(주),Lion’s City CNG,2016-09-27,2018-08-31,2020-02-07,가스 압력 조절기 바디의 제조 공정상 불순물 함유로 인해 재질의 강도가 부족하고 바디 나사산 가공이 부적정하게 제조되어 운행 중 진동 등에 의해 완충용 저장소(Additional Volume) 체결부위에 균열이 발생할 수 있습니다.
(주) 바이크코리아,SPEED TWIN,2018-12-17,2019-08-07,2020-02-17,"기어 체인지 페달 볼 조인트 볼트(Gear change pedal ball joint bolt: 기어변속 페달 고정볼트)의 설계 오류(나사풀림방지제의 내구성부족)로 인하여, 기어 체인지 페달의 조작 및 지속적인 운행 환경에 노출 될 경우, 기어 체인지 페달 볼 조인트 볼트가 점차 느슨해 지며, 결합부로부터 이탈 되어 기어 변속을 수행 할 수 없음."
(주) 바이크코리아,THRUXTON R,2018-02-26,2019-01-22,2020-02-17,"사이드 스탠드의 스프링이 설계상 오류로 인하여, 지속적인 운행 환경에 노출 될 경우, 모터사이클에서 발생하는 진동에 의해 스프링이 공명 하여 크랙 및 파손이 발생 할 수 있으며, 최종적으로 사이드 스탠드 스프링이 사이드 스탠드로부터 이탈 하여, 인히비터 스위치( *)가 작동 되어, 주행 중 시동이 꺼질 수 있음. (*)인히비터 스위치: 엔진 시동 제한 장치"
(주) 바이크코리아,THRUXTON TFC,2019-04-04,2019-05-03,2020-02-17,"사이드 스탠드의 스프링이 설계상 오류로 인하여, 지속적인 운행 환경에 노출 될 경우, 모터사이클에서 발생하는 진동에 의해 스프링이 공명 하여 크랙 및 파손이 발생 할 수 있으며, 최종적으로 사이드 스탠드 스프링이 사이드 스탠드로부터 이탈 하여, 인히비터 스위치( *)가 작동 되어, 주행 중 시동이 꺼질 수 있음. (*)인히비터 스위치: 엔진 시동 제한 장치"
현대자동차(주),아반떼(HD),2005-08-17,2010-08-17,2020-02-17,일부 노후 차량에서 ABS/ESC모듈 전원부에 오일 또는 수분 등이 장기간에 걸쳐 미세 유입되어 전원부 쇼트(합선) 발생
현대자동차(주),i30(FD),2006-11-07,2010-12-13,2020-02-17,일부 노후 차량에서 ABS/ESC모듈 전원부에 오일 또는 수분 등이 장기간에 걸쳐 미세 유입되어 전원부 쇼트(합선) 발생
비엠더블유코리아(주),BMW 118d,2016-06-30,2016-06-30,2020-02-21,"배기가스재순환장치 냉각기 결함으로 냉각수가 누출될 수 있고, 그 결과 배기가스재순환장치 냉각기를 통과하는 배출가스와 만나면, 냉각수 중 수분은 증발하고 글리콜만 남게 됩니다. 글리콜은 wave fin구조의 내부, 배기가스재순환장치 냉각기의 입구 근처, 그리고 배기가스재순환장치 냉각기 끝 단에서 배기가스재순환장치 냉각기 내의 그을음과 혼합될 수 있습니다. 그 곳에서는 혼합물을 발화시키거나 글로잉 입자(열점)를 발생시킬 수 있는 고온 상태가 발생 할 수 있습니다.이러한 과정에 의하여 글로잉 입자가 흡기다기관 안으로 날아가 흡기다기관 표면에 붙게 되고 해당 영역이 용융하여 천공이 생길 가능성이 있습니다."
비엠더블유코리아(주),BMW 220d Coupe,2014-01-31,2014-01-31,2020-02-21,"배기가스재순환장치 냉각기 결함으로 냉각수가 누출될 수 있고, 그 결과 배기가스재순환장치 냉각기를 통과하는 배출가스와 만나면, 냉각수 중 수분은 증발하고 글리콜만 남게 됩니다. 글리콜은 wave fin구조의 내부, 배기가스재순환장치 냉각기의 입구 근처, 그리고 배기가스재순환장치 냉각기 끝 단에서 배기가스재순환장치 냉각기 내의 그을음과 혼합될 수 있습니다. 그 곳에서는 혼합물을 발화시키거나 글로잉 입자(열점)를 발생시킬 수 있는 고온 상태가 발생 할 수 있습니다.이러한 과정에 의하여 글로잉 입자가 흡기다기관 안으로 날아가 흡기다기관 표면에 붙게 되고 해당 영역이 용융하여 천공이 생길 가능성이 있습니다."
비엠더블유코리아(주),BMW 320d,2013-03-14,2015-02-26,2020-02-21,"배기가스재순환장치 냉각기 결함으로 냉각수가 누출될 수 있고, 그 결과 배기가스재순환장치 냉각기를 통과하는 배출가스와 만나면, 냉각수 중 수분은 증발하고 글리콜만 남게 됩니다. 글리콜은 wave fin구조의 내부, 배기가스재순환장치 냉각기의 입구 근처, 그리고 배기가스재순환장치 냉각기 끝 단에서 배기가스재순환장치 냉각기 내의 그을음과 혼합될 수 있습니다. 그 곳에서는 혼합물을 발화시키거나 글로잉 입자(열점)를 발생시킬 수 있는 고온 상태가 발생 할 수 있습니다.이러한 과정에 의하여 글로잉 입자가 흡기다기관 안으로 날아가 흡기다기관 표면에 붙게 되고 해당 영역이 용융하여 천공이 생길 가능성이 있습니다."
비엠더블유코리아(주),BMW 320d EfficientDynamics Edition,2014-08-25,2015-01-28,2020-02-21,"배기가스재순환장치 냉각기 결함으로 냉각수가 누출될 수 있고, 그 결과 배기가스재순환장치 냉각기를 통과하는 배출가스와 만나면, 냉각수 중 수분은 증발하고 글리콜만 남게 됩니다. 글리콜은 wave fin구조의 내부, 배기가스재순환장치 냉각기의 입구 근처, 그리고 배기가스재순환장치 냉각기 끝 단에서 배기가스재순환장치 냉각기 내의 그을음과 혼합될 수 있습니다. 그 곳에서는 혼합물을 발화시키거나 글로잉 입자(열점)를 발생시킬 수 있는 고온 상태가 발생 할 수 있습니다.이러한 과정에 의하여 글로잉 입자가 흡기다기관 안으로 날아가 흡기다기관 표면에 붙게 되고 해당 영역이 용융하여 천공이 생길 가능성이 있습니다."
비엠더블유코리아(주),BMW 320d Gran Turismo,2015-01-29,2015-01-29,2020-02-21,"배기가스재순환장치 냉각기 결함으로 냉각수가 누출될 수 있고, 그 결과 배기가스재순환장치 냉각기를 통과하는 배출가스와 만나면, 냉각수 중 수분은 증발하고 글리콜만 남게 됩니다. 글리콜은 wave fin구조의 내부, 배기가스재순환장치 냉각기의 입구 근처, 그리고 배기가스재순환장치 냉각기 끝 단에서 배기가스재순환장치 냉각기 내의 그을음과 혼합될 수 있습니다. 그 곳에서는 혼합물을 발화시키거나 글로잉 입자(열점)를 발생시킬 수 있는 고온 상태가 발생 할 수 있습니다.이러한 과정에 의하여 글로잉 입자가 흡기다기관 안으로 날아가 흡기다기관 표면에 붙게 되고 해당 영역이 용융하여 천공이 생길 가능성이 있습니다."
비엠더블유코리아(주),BMW 420d Coupe,2013-09-04,2014-06-17,2020-02-21,"배기가스재순환장치 냉각기 결함으로 냉각수가 누출될 수 있고, 그 결과 배기가스재순환장치 냉각기를 통과하는 배출가스와 만나면, 냉각수 중 수분은 증발하고 글리콜만 남게 됩니다. 글리콜은 wave fin구조의 내부, 배기가스재순환장치 냉각기의 입구 근처, 그리고 배기가스재순환장치 냉각기 끝 단에서 배기가스재순환장치 냉각기 내의 그을음과 혼합될 수 있습니다. 그 곳에서는 혼합물을 발화시키거나 글로잉 입자(열점)를 발생시킬 수 있는 고온 상태가 발생 할 수 있습니다.이러한 과정에 의하여 글로잉 입자가 흡기다기관 안으로 날아가 흡기다기관 표면에 붙게 되고 해당 영역이 용융하여 천공이 생길 가능성이 있습니다."
비엠더블유코리아(주),BMW 520d,2013-07-26,2013-07-26,2020-02-21,"배기가스재순환장치 냉각기 결함으로 냉각수가 누출될 수 있고, 그 결과 배기가스재순환장치 냉각기를 통과하는 배출가스와 만나면, 냉각수 중 수분은 증발하고 글리콜만 남게 됩니다. 글리콜은 wave fin구조의 내부, 배기가스재순환장치 냉각기의 입구 근처, 그리고 배기가스재순환장치 냉각기 끝 단에서 배기가스재순환장치 냉각기 내의 그을음과 혼합될 수 있습니다. 그 곳에서는 혼합물을 발화시키거나 글로잉 입자(열점)를 발생시킬 수 있는 고온 상태가 발생 할 수 있습니다.이러한 과정에 의하여 글로잉 입자가 흡기다기관 안으로 날아가 흡기다기관 표면에 붙게 되고 해당 영역이 용융하여 천공이 생길 가능성이 있습니다."
비엠더블유코리아(주),BMW 520d,2012-01-18,2013-03-21,2020-02-21,"배기가스재순환장치 냉각기 결함으로 냉각수가 누출될 수 있고, 그 결과 배기가스재순환장치 냉각기를 통과하는 배출가스와 만나면, 냉각수 중 수분은 증발하고 글리콜만 남게 됩니다. 글리콜은 wave fin구조의 내부, 배기가스재순환장치 냉각기의 입구 근처, 그리고 배기가스재순환장치 냉각기 끝 단에서 배기가스재순환장치 냉각기 내의 그을음과 혼합될 수 있습니다. 그 곳에서는 혼합물을 발화시키거나 글로잉 입자(열점)를 발생시킬 수 있는 고온 상태가 발생 할 수 있습니다.이러한 과정에 의하여 글로잉 입자가 흡기다기관 안으로 날아가 흡기다기관 표면에 붙게 되고 해당 영역이 용융하여 천공이 생길 가능성이 있습니다."
비엠더블유코리아(주),BMW 520d xDrive,2013-10-09,2014-04-29,2020-02-21,"배기가스재순환장치 냉각기 결함으로 냉각수가 누출될 수 있고, 그 결과 배기가스재순환장치 냉각기를 통과하는 배출가스와 만나면, 냉각수 중 수분은 증발하고 글리콜만 남게 됩니다. 글리콜은 wave fin구조의 내부, 배기가스재순환장치 냉각기의 입구 근처, 그리고 배기가스재순환장치 냉각기 끝 단에서 배기가스재순환장치 냉각기 내의 그을음과 혼합될 수 있습니다. 그 곳에서는 혼합물을 발화시키거나 글로잉 입자(열점)를 발생시킬 수 있는 고온 상태가 발생 할 수 있습니다.이러한 과정에 의하여 글로잉 입자가 흡기다기관 안으로 날아가 흡기다기관 표면에 붙게 되고 해당 영역이 용융하여 천공이 생길 가능성이 있습니다."
비엠더블유코리아(주),BMW 525d xDrive,2012-05-11,2013-01-09,2020-02-21,"배기가스재순환장치 냉각기 결함으로 냉각수가 누출될 수 있고, 그 결과 배기가스재순환장치 냉각기를 통과하는 배출가스와 만나면, 냉각수 중 수분은 증발하고 글리콜만 남게 됩니다. 글리콜은 wave fin구조의 내부, 배기가스재순환장치 냉각기의 입구 근처, 그리고 배기가스재순환장치 냉각기 끝 단에서 배기가스재순환장치 냉각기 내의 그을음과 혼합될 수 있습니다. 그 곳에서는 혼합물을 발화시키거나 글로잉 입자(열점)를 발생시킬 수 있는 고온 상태가 발생 할 수 있습니다.이러한 과정에 의하여 글로잉 입자가 흡기다기관 안으로 날아가 흡기다기관 표면에 붙게 되고 해당 영역이 용융하여 천공이 생길 가능성이 있습니다."
비엠더블유코리아(주),BMW 530d xDrive,2014-10-30,2014-10-30,2020-02-21,"배기가스재순환장치 냉각기 결함으로 냉각수가 누출될 수 있고, 그 결과 배기가스재순환장치 냉각기를 통과하는 배출가스와 만나면, 냉각수 중 수분은 증발하고 글리콜만 남게 됩니다. 글리콜은 wave fin구조의 내부, 배기가스재순환장치 냉각기의 입구 근처, 그리고 배기가스재순환장치 냉각기 끝 단에서 배기가스재순환장치 냉각기 내의 그을음과 혼합될 수 있습니다. 그 곳에서는 혼합물을 발화시키거나 글로잉 입자(열점)를 발생시킬 수 있는 고온 상태가 발생 할 수 있습니다.이러한 과정에 의하여 글로잉 입자가 흡기다기관 안으로 날아가 흡기다기관 표면에 붙게 되고 해당 영역이 용융하여 천공이 생길 가능성이 있습니다."
